run_id,epoch,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds
samples_7050_lr_0.008_pad_1_epochs_10,1,2.0551296770607093,41.73758865248227,1.1084184251546985,64.822695035461,535.5344462930007
samples_7050_lr_0.008_pad_1_epochs_10,2,0.9622749530091084,68.79432624113475,0.9097993632336931,71.77304964539007,534.9706034129995
samples_7050_lr_0.008_pad_1_epochs_10,3,0.7182529958125771,75.83333333333333,0.8612331970469905,70.49645390070923,534.8285615509994
samples_7050_lr_0.008_pad_1_epochs_10,4,0.5831127782118977,79.39716312056737,0.7925726094492774,74.46808510638297,537.1973134319996
samples_7050_lr_0.008_pad_1_epochs_10,5,0.4840808213779813,82.7304964539007,0.8470663846312478,72.4822695035461,538.7109645150013
samples_7050_lr_0.008_pad_1_epochs_10,6,0.4142070613601778,84.66312056737588,0.8122101331051833,74.46808510638297,536.4884636909992
samples_7050_lr_0.008_pad_1_epochs_10,7,0.3487186300231866,87.51773049645391,0.9103246803301545,73.19148936170212,538.7764208230001
samples_7050_lr_0.008_pad_1_epochs_10,8,0.3000840621171454,88.54609929078015,0.9393018778788306,73.33333333333333,538.8106414510003
samples_7050_lr_0.008_pad_1_epochs_10,9,0.26274171515393924,89.9113475177305,0.9585617306221123,75.0354609929078,540.8886136129986
samples_7050_lr_0.008_pad_1_epochs_10,10,0.2304377428123459,91.50709219858156,0.9275026534406526,73.75886524822694,538.8302711420001
