run_id,epoch,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds
samples_4700_lr_0.012_pad_1_epochs_10,1,2.330129210082573,35.34574468085106,1.4053453617591436,57.234042553191486,367.96272592899913
samples_4700_lr_0.012_pad_1_epochs_10,2,1.084610682901667,65.66489361702128,1.2369470332805474,61.48936170212767,370.8743588069992
samples_4700_lr_0.012_pad_1_epochs_10,3,0.7917089319213745,73.16489361702128,1.133527842906866,68.51063829787233,370.79139145500085
samples_4700_lr_0.012_pad_1_epochs_10,4,0.6211237584812825,78.5372340425532,0.9515769698810312,70.85106382978724,374.99884000999737
samples_4700_lr_0.012_pad_1_epochs_10,5,0.4801619674405578,82.92553191489361,1.051845315336141,71.48936170212767,387.71056396500353
samples_4700_lr_0.012_pad_1_epochs_10,6,0.40463046639503336,85.37234042553192,1.0009882001152965,72.3404255319149,392.2321132319994
samples_4700_lr_0.012_pad_1_epochs_10,7,0.342074159191835,86.88829787234043,1.27586757401019,69.14893617021278,390.15822542300157
samples_4700_lr_0.012_pad_1_epochs_10,8,0.29909773760798497,89.04255319148936,1.1200861116632006,73.40425531914893,382.8059978320016
samples_4700_lr_0.012_pad_1_epochs_10,9,0.24126614251535788,91.67553191489361,1.2855989457911299,73.19148936170212,390.2459118339975
samples_4700_lr_0.012_pad_1_epochs_10,10,0.2149422362027855,92.12765957446808,1.4881270550665668,71.48936170212767,387.99759956000344
