run_id,epoch,learning_rate,next_learning_rate,learning_rate_reduced,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds,is_best_checkpoint
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,1,0.008,0.008,False,1.927729891081372,45.25657071339174,1.4297971290008245,57.64944275582573,899.8408059400008,True
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,2,0.008,0.008,False,0.9265118418936437,70.4630788485607,0.95934535560444,68.59169199594731,902.1667727250006,True
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,3,0.008,0.008,False,0.7415296861214465,75.08135168961202,0.9162912023704961,71.93515704154002,902.1304747819995,True
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,4,0.008,0.008,False,0.6318141256433796,78.12265331664581,0.8416384512730443,73.35359675785207,903.4746580680003,True
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,5,0.008,0.004,True,0.5489386276194143,81.17647058823529,0.8553508113189762,73.15096251266465,903.1909851640012,False
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,6,0.004,0.002,True,0.36366971395265535,86.70838548185232,0.8467768344036505,75.88652482269504,899.3211746189991,False
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,7,0.002,0.002,False,0.2624886057125721,90.6758448060075,0.8371644528191196,76.7983789260385,898.4101436969977,True
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,8,0.002,0.002,False,0.23470279655550141,91.58948685857322,0.8123142110870266,77.30496453900709,899.8059102999978,True
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,9,0.002,0.001,True,0.21268276470288003,91.95244055068837,0.8621105929509792,77.10233029381965,898.6775041750006,False
samples_10000_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,10,0.001,0.001,False,0.17716795079731412,93.76720901126409,0.8600384283444528,77.9128672745694,900.7824444979997,False
