run_id,epoch,learning_rate,next_learning_rate,learning_rate_reduced,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds,is_best_checkpoint
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,1,0.008,0.008,False,2.2570401782048735,37.3758865248227,1.297194477607249,60.28368794326241,636.2976385539996,True
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,2,0.008,0.008,False,1.0573393842967551,65.92198581560284,1.0012788192027424,67.94326241134752,634.8612484609994,True
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,3,0.008,0.008,False,0.8062977846393052,73.42198581560284,0.9110708124260394,68.51063829787233,634.5387132430005,True
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,4,0.008,0.008,False,0.6695399238196367,77.12765957446808,0.854655537887528,73.47517730496453,636.1058528049998,True
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,5,0.008,0.004,True,0.5786732038382911,79.57446808510639,0.9824901592245611,70.92198581560284,635.166584302,False
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,6,0.004,0.004,False,0.36113348224622044,86.48936170212767,0.7712204520809924,75.88652482269504,637.1167910040003,True
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,7,0.004,0.002,True,0.30318414851425224,88.68794326241135,0.8110259397949199,77.4468085106383,637.2699302210003,False
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,8,0.002,0.001,True,0.21477504777399645,91.73758865248227,0.7749178873862191,78.01418439716312,637.6195323670017,False
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,9,0.001,0.001,False,0.17003633152845346,94.02482269503545,0.7762054686108808,77.73049645390071,637.9736565860003,False
samples_7050_lr_0.008_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,10,0.001,0.001,False,0.15599741792160512,94.41489361702128,0.7990499760181702,77.4468085106383,634.8392297829996,False
