run_id,epoch,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds
samples_4700_lr_0.008_pad_1_epochs_10,1,2.559721570654218,30.26595744680851,1.592774167836443,52.34042553191489,359.2454038479991
samples_4700_lr_0.008_pad_1_epochs_10,2,1.1891958301611274,62.47340425531915,1.368336018297802,58.93617021276596,361.42226148100053
samples_4700_lr_0.008_pad_1_epochs_10,3,0.8423674546638076,72.73936170212765,1.18223404685667,66.59574468085107,359.0167101269999
samples_4700_lr_0.008_pad_1_epochs_10,4,0.6617610833123044,77.20744680851064,1.0367378601731854,68.51063829787233,360.3958004340002
samples_4700_lr_0.008_pad_1_epochs_10,5,0.5105897684389314,82.20744680851064,1.0569024665632787,70.63829787234043,363.17865093600085
samples_4700_lr_0.008_pad_1_epochs_10,6,0.43930356029821394,84.09574468085106,1.001056447439719,70.63829787234043,358.47440714500044
samples_4700_lr_0.008_pad_1_epochs_10,7,0.361671438578705,86.83510638297872,1.2502499725355078,69.57446808510637,359.42013224900074
samples_4700_lr_0.008_pad_1_epochs_10,8,0.3050916435499188,88.51063829787233,1.0270000755986384,72.76595744680851,359.121561553
samples_4700_lr_0.008_pad_1_epochs_10,9,0.23186700231860435,91.56914893617021,1.2133995468434189,71.70212765957447,359.17949641000087
samples_4700_lr_0.008_pad_1_epochs_10,10,0.20059038174079777,92.92553191489363,1.2476719055708623,71.27659574468085,360.4777362879995
