run_id,epoch,learning_rate,next_learning_rate,learning_rate_reduced,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds,is_best_checkpoint
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,1,0.004,0.004,False,2.9396735154114046,22.02127659574468,1.8741994836761748,46.38297872340426,422.26045139599955,True
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,2,0.004,0.004,False,1.4108649599329328,58.45744680851064,1.3251120125877773,58.93617021276596,422.1468831880011,True
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,3,0.004,0.004,False,0.9585688528378065,69.73404255319149,1.091244032936359,65.95744680851064,421.9957631920006,True
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,4,0.004,0.004,False,0.7588192880860029,74.52127659574468,0.9786759710808307,68.72340425531915,422.58337182299874,True
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,5,0.004,0.002,True,0.6159311403540169,78.19148936170212,1.0835428468928543,68.08510638297872,422.42269834400213,False
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,6,0.002,0.002,False,0.4085956046888981,85.39893617021276,0.9117374866803742,72.76595744680851,423.1686970970004,True
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,7,0.002,0.002,False,0.35506172098223093,87.68617021276596,0.9052330874522279,73.40425531914893,422.2154515969996,True
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,8,0.002,0.001,True,0.3062765327930471,89.33510638297872,0.9468035618505004,72.76595744680851,424.2936661970016,False
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,9,0.001,0.001,False,0.2261906997605033,92.5531914893617,0.9368818364860988,73.19148936170212,423.8659193530002,False
samples_4700_lr_0.004_pad_1_epochs_10_h64_decay0.5_plateau1_minlr0.001_es4_min7,10,0.001,0.001,False,0.1997198635415346,93.88297872340425,0.9894023032057728,73.61702127659574,422.9601715690005,False
