run_id,epoch,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds
samples_2350_lr_0.008_pad_1_epochs_10,1,3.146132287472602,18.617021276595743,2.0185903432672134,39.57446808510638,178.13837756000066
samples_2350_lr_0.008_pad_1_epochs_10,2,1.6225372138008693,51.06382978723404,1.55537576955294,53.61702127659574,178.03229918600118
samples_2350_lr_0.008_pad_1_epochs_10,3,1.0983070771893857,65.05319148936171,1.2683585624241003,62.97872340425532,181.7025805560006
samples_2350_lr_0.008_pad_1_epochs_10,4,0.8230367069153893,72.12765957446808,1.359832274143783,64.25531914893618,178.98641522800062
samples_2350_lr_0.008_pad_1_epochs_10,5,0.5979865157274076,79.46808510638299,1.342547605153656,62.5531914893617,179.3398428799992
samples_2350_lr_0.008_pad_1_epochs_10,6,0.4583201179183918,84.73404255319149,1.605117685868132,61.27659574468085,178.766360136
samples_2350_lr_0.008_pad_1_epochs_10,7,0.33794755204190124,87.81914893617021,1.4868560245182834,63.40425531914894,178.50414643600016
samples_2350_lr_0.008_pad_1_epochs_10,8,0.2968968600008611,90.47872340425532,1.4847315633546871,68.93617021276596,180.7855292690001
samples_2350_lr_0.008_pad_1_epochs_10,9,0.20834634018361184,93.13829787234043,1.6150504514773454,67.65957446808511,179.9398476309998
samples_2350_lr_0.008_pad_1_epochs_10,10,0.14830095348241548,94.7872340425532,1.694429033147909,69.7872340425532,179.9358805030006
