run_id,epoch,online_train_loss,online_train_accuracy,validation_loss,validation_accuracy,epoch_seconds
samples_4700_lr_0.004_pad_1_epochs_10,1,2.820178628385349,24.9468085106383,1.7350941032931526,47.4468085106383,357.01164162299756
samples_4700_lr_0.004_pad_1_epochs_10,2,1.314380107938551,58.75,1.2835174749557186,61.06382978723405,357.66440785599843
samples_4700_lr_0.004_pad_1_epochs_10,3,0.9134439571304103,70.87765957446808,1.1582477001221525,66.59574468085107,358.59936244099663
samples_4700_lr_0.004_pad_1_epochs_10,4,0.7067809504379162,76.11702127659574,1.0050235542977544,65.53191489361701,358.3380893989961
samples_4700_lr_0.004_pad_1_epochs_10,5,0.5698412392938417,80.93085106382979,1.0088869053295682,71.27659574468085,357.65627700399637
samples_4700_lr_0.004_pad_1_epochs_10,6,0.4652647057271826,83.8563829787234,1.0440334306017638,70.2127659574468,359.3180584609945
samples_4700_lr_0.004_pad_1_epochs_10,7,0.38681639157291786,86.1968085106383,1.0745034483023799,70.63829787234043,356.8637061420013
samples_4700_lr_0.004_pad_1_epochs_10,8,0.30688239208238116,89.12234042553192,0.9543566929477849,71.70212765957447,362.8801374639952
samples_4700_lr_0.004_pad_1_epochs_10,9,0.266350970625564,89.86702127659575,0.9917603552034177,72.76595744680851,386.09567942699505
samples_4700_lr_0.004_pad_1_epochs_10,10,0.21607198159377008,91.83510638297872,1.1549677334180515,70.85106382978724,371.03408925900294
